descricao_produto,IA_PRODUTO,IA_LABORATORIO,IA_TIPO DA UNIDADE,IA_QUANTIDADE MG (POR UNIDADE/ML),IA_QUANTIDADE ML,IA_QUANTIDADE UI,IA_QUANTIDADE UNIDADES
CLORETO DE SODIO 20 % 10 ML COM 200,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,200
CLORETO DE SODIO 20 % 10 ML CX / 200,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,200
CLORETO DE SODIO 20 % 10 ML CX 200,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,200
CLORETO DE SODIO 20 % 10 ML N,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,
CLORETO DE SODIO 20 % AMPOLAS 10 ML,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,
CLORETO DE SODIO 20 % C 10 ML C 200 AP,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,200
CLORETO DE SODIO 20 % CX / 200 AMPOLAS COM 10 ML,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,200
CLORETO DE SODIO 20 10 ML INJ AMPOLAS,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,
CLORETO DE SODIO SOL 20 % I V AMPOLAS 10 ML,CLORETO DE SODIO,,AMPOLA OU FRASCO-AMPOLA,"200,00",10,,
CLORETO DE SODIO 20 % 10 ML INJ,CLORETO DE SODIO,,INJETAVEL,"200,00",10,,
CLORETO DE SODIO 20 % SOLUCAO INJETAVEL 10 ML,CLORETO DE SODIO,,INJETAVEL,"200,00",10,,
CLORETO DE SODIO 20 % 10 ML SOL INJ,CLORETO DE SODIO,,SOLUCAO,"200,00",10,,
CLORETO DE SODIO 20 %,CLORETO DE SODIO,,SOLUCAO,"200,00",,,
CLORETO DE SODIO 20 % SOL INJ,CLORETO DE SODIO,,SOLUCAO,"200,00",,,
COQUES 10 CAPSULAS 200 MG,COQUES,,COMPRIMIDO/CAPSULA,"200,00",,,10
COQUES 200 MG COM 10 CAP,COQUES,,COMPRIMIDO/CAPSULA,"200,00",,,10
HIDROCLOROTIAZIDA 25 MG MEQUIMICA,HIDROCLOROTIAZIDA,MEDQUIMICA,UNIDADE,"25,00",,,
CYFENOL 200 MG / ML GTS 15 ML,CYFENOL,,GOTAS,"200,00",15,,
DEFENZA 200 MG 10 20 KG,DEFENZA,,,"200,00",,,
DEFENZA 200 MG 10 A 20 KG,DEFENZA,,,"200,00",,,
DEXALGEN NF 100 + 100 MG / ML AMPOLAS 1,DEXALGEN NF,,AMPOLA OU FRASCO-AMPOLA,"200,00",,,1
DICOXIBE 200 MG 10 CAPS,DICOXIBE,,COMPRIMIDO/CAPSULA,"200,00",,,10
DICOXIBE 200 MG C 10 CAPSULAS C 1,DICOXIBE,,COMPRIMIDO/CAPSULA,"200,00",,,10
DIGEDRAT 200 MG COM 30 CAPS,DIGEDRAT,,COMPRIMIDO/CAPSULA,"200,00",,,30
DIGEDRAT 200 MG COM 30 COMPRIMIDOS,DIGEDRAT,,COMPRIMIDO/CAPSULA,"200,00",,,30
DORSANOL 200 MG / ML GTS 15 ML,DORSANOL,,GOTAS,"200,00",15,,
DOXICICLINA 200 MG COMPRIMIDO / PRINCIPIO ATIVO : DOXICICLINA,DOXICICLINA,,COMPRIMIDO/CAPSULA,"200,00",,,
HIDROCLOROTIAZIDA 25 MG N QUIMICA,HIDROCLOROTIAZIDA,NEO QUIMICA,UNIDADE,"25,00",,,
HIDROCLOROTIAZIDA 25 MG NEO QUIMICA,HIDROCLOROTIAZIDA,NEO QUIMICA,UNIDADE,"25,00",,,
DOXIFIN TABS DISPLAY 200 MG COM 10 BLISTERS E 06 COMPRIMIDOS,DOXIFIN,,COMPRIMIDO/CAPSULA,"200,00",,,6
HIDROCLOROTIAZIDA 25 MG NEOQUIM,HIDROCLOROTIAZIDA,NEO QUIMICA,UNIDADE,"25,00",,,
DOXINEW 200 MG COM 14 CP HOSP,DOXINEW,,COMPRIMIDO/CAPSULA,"200,00",,,14
DOXINEW 200 MG COM 7 COMPRIMIDOS BLISTER,DOXINEW,,COMPRIMIDO/CAPSULA,"200,00",,,7
DOXINEW 200 MG COM 7 CP HOSP,DOXINEW,,COMPRIMIDO/CAPSULA,"200,00",,,7
DOXINEW 200 MG CT COM 14 COMPRIMIDOS,DOXINEW,,COMPRIMIDO/CAPSULA,"200,00",,,14
DOXINEW 200 MG DP C 20 X 7 COMPRIMIDOS,DOXINEW,,COMPRIMIDO/CAPSULA,"200,00",,,140
DOXINEW 200 MG DP COM 20 X 7 COMPRIMIDOS,DOXINEW,,COMPRIMIDO/CAPSULA,"200,00",,,140
HIDROCLOROTIAZIDA 25 MG NEOQUIMICA,HIDROCLOROTIAZIDA,NEO QUIMICA,UNIDADE,"25,00",,,
HIDROCLOROTIAZIDA 25 MG PHARLAB,HIDROCLOROTIAZIDA,PHARLAB,UNIDADE,"25,00",,,
HIDROCLOROTIAZIDA 25 MG PRATI,HIDROCLOROTIAZIDA,PRATI DONADUZZI,UNIDADE,"25,00",,,
DOXITAB 200 MG,DOXITAB,,COMPRIMIDO/CAPSULA,"200,00",,,
DOXITEC 200 MG CX 16 COMPRIMIDOS PAL,DOXITEC,,COMPRIMIDO/CAPSULA,"200,00",,,16
DOXITEC 200 MG CX COM 16 COMPRIMIDOS,DOXITEC,,COMPRIMIDO/CAPSULA,"200,00",,,16
DOXITEC 200 MG CX COM 16 COMPRIMIDOS PALAT,DOXITEC,,COMPRIMIDO/CAPSULA,"200,00",,,16
HIDROCLOROTIAZIDA 25 MG TEUTO,HIDROCLOROTIAZIDA,TEUTO,UNIDADE,"25,00",,,
HIDROCLOROTIAZIDA 50 MG,HIDROCLOROTIAZIDA,,UNIDADE,"50,00",,,
DOXITRAT 200 MG 24 COMPRIMIDOS,DOXITRAT,,COMPRIMIDO/CAPSULA,"200,00",,,24
HIDROCLOROTIAZIDA 50 MG CIMED,HIDROCLOROTIAZIDA,CIMED,UNIDADE,"50,00",,,
CELECOXIBE 200 MG COM 30 CAPSULAS DUCOX N,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CAP,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CAP C 1,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CAPMOME,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CAPS,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CAPSULAS,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CAPSULAS C 1,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG 30 CPS C 1,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG C 30 CAPSULAS C 1,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG COM 10 CAPS,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,10
DUCOX 200 MG CX 30 CAPS,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG COM 30 COMPRIMIDOS,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUCOX 200 MG CX 30 COMPRIMIDOS C 1,DUCOX,,COMPRIMIDO/CAPSULA,"200,00",,,30
HIDROCLOROTIAZIDA 50 MG CX C 500 PHARLAB,HIDROCLOROTIAZIDA,PHARLAB,UNIDADE,"50,00",,,500
DUSPATALIN 200 MG 30 CAPS,DUSPATALIN,,COMPRIMIDO/CAPSULA,"200,00",,,30
DUSPATALIN 200 MG 30 COMPRIMIDOS,DUSPATALIN,,COMPRIMIDO/CAPSULA,"200,00",,,30
HIDROCLOROTIAZIDA 50 MG PHARL,HIDROCLOROTIAZIDA,PHARLAB,UNIDADE,"50,00",,,
ENAX 200 MG 30 CAPS,ENAX,,COMPRIMIDO/CAPSULA,"200,00",,,30
ENAX 200 MG COM 30 CAPS,ENAX,,COMPRIMIDO/CAPSULA,"200,00",,,30
ENAX 200 MG 30 COMPRIMIDOS,ENAX,,COMPRIMIDO/CAPSULA,"200,00",,,30
ENAX 200 MG 30 COMPRIMIDOS REV,ENAX,,COMPRIMIDO/CAPSULA,"200,00",,,30
ENAX 200 MG 30 CPDS REV,ENAX,,COMPRIMIDO/CAPSULA,"200,00",,,30
ENAX 200 MG COM 30 COMPRIMIDOS,ENAX,,COMPRIMIDO/CAPSULA,"200,00",,,30
ENROTRAT TABS 200 MG,ENROTRAT,,COMPRIMIDO/CAPSULA,"200,00",,,
ENTRESTO 200 MG COM 60 COMPRIMIDOS,ENTRESTO,,COMPRIMIDO/CAPSULA,"200,00",,,60
ENTRESTO 97 + 103 MG COM 60 COMPRIMIDOS,ENTRESTO,,COMPRIMIDO/CAPSULA,"200,00",,,60
ENTRESTO 97 + 103 MG CX 60 COMPRIMIDOS R,ENTRESTO,,COMPRIMIDO/CAPSULA,"200,00",,,60
ENTRESTO 97 MG 103 MG COM 60 COMPRIMIDOS,ENTRESTO,,COMPRIMIDO/CAPSULA,"200,00",,,60
HIDROCLOROTIAZIDA 50 MG PHARLAB,HIDROCLOROTIAZIDA,PHARLAB,UNIDADE,"50,00",,,
EQUILID 200 MG,EQUILID,,,"200,00",,,
EVOCANIL 200 MG CX 20 CAP,EVOCANIL,,COMPRIMIDO/CAPSULA,"200,00",,,20
EXPECVEM 200 MG / 15 ML XPE 120 ML,EXPECVEM,,FRASCO,"200,00",120,,
EXPECVEM XPE 200 MG / 15 ML 120 ML,EXPECVEM,,FRASCO,"200,00",120,,
FENILBUTAZONA 200 MG COM 200 CP,FENILBUTAZONA,,COMPRIMIDO/CAPSULA,"200,00",,,200
FENOBARBITAL 200 MG / ML AMPOLA 2 ML,FENOBARBITAL,,AMPOLA OU FRASCO-AMPOLA,"200,00",2,,
FENOBARBITAL INJ 200 MG 2 ML B 1,FENOBARBITAL,,INJETAVEL,"200,00",2,,
UNIFENOBARB 200 MG FENOBARBITAL AMP,FENOBARBITAL,,AMPOLA OU FRASCO-AMPOLA,"200,00",,,
FENOBARBITAL SODICA 200 MGML SOL INJETAVEL,FENOBARBITAL SODICA,,INJETAVEL,"200,00",,,
FENOBARBITAL 200 MG C 25 AMPOLAS X 2 ML B 1 FENOCRIS,FENOCRIS,,AMPOLA OU FRASCO-AMPOLA,"200,00",2,,25
FENOBARBITAL 200 MG COM 25 AMPOLAS X 2 ML B 1 FENOCRIS,FENOCRIS,,AMPOLA OU FRASCO-AMPOLA,"200,00",2,,25
FENOCRIS 200 MG 2 ML USO IV / IM COM 25 AMPOLAS B 1 FENOBARBITAL,FENOCRIS,,AMPOLA OU FRASCO-AMPOLA,"200,00",2,,25
FENOFIBRATO 200 MG 30 CAP,FENOFIBRATO,,COMPRIMIDO/CAPSULA,"200,00",,,30
FENOFIBRATO 200 MG 30 CAPS,FENOFIBRATO,,COMPRIMIDO/CAPSULA,"200,00",,,30
FENOFIBRATO 200 MG 30 CAPSULAS GEN,FENOFIBRATO,,COMPRIMIDO/CAPSULA,"200,00",,,30
FENOFIBRATO 200 MG COM 30 CAP,FENOFIBRATO,,COMPRIMIDO/CAPSULA,"200,00",,,30
FENOFIBRATO 200 MG COM 30 CAPSULAS GEN,FENOFIBRATO,,COMPRIMIDO/CAPSULA,"200,00",,,30
FISIOGEN 200 MG CX 28 COMPRIMIDOS,FISIOGEN,,COMPRIMIDO/CAPSULA,"200,00",,,28
FLOMICIN 200 MG / G PO OR 4 ENV 1 G,FLOMICIN,,ENVELOPE,"200,00",,,4
FLOMICIN 200 MG COM 4 ENV 1 G,FLOMICIN,,ENVELOPE,"200,00",,,4
FLOMICIN 200 MG PO LIOF 4 ENV C,FLOMICIN,,ENVELOPE,"200,00",,,4
FLOMICIN 200 MG PO LIOF 4 ENV X,FLOMICIN,,ENVELOPE,"200,00",,,4
FLOMICIN PED 200 MG 4 ENV 1 G,FLOMICIN,,ENVELOPE,"200,00",,,4
FLOMICIN PO 200 MG AD / INF 4 ENV,FLOMICIN,,ENVELOPE,"200,00",,,4
FLOMICIN 200 MG 4 ENV,FLOMICIN,,ENVELOPE,"200,00",,,4
FLORALON 200 MG 06 CAPS,FLORALON,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORALON 200 MG PO,FLORALON,,PO,"200,00",,,
FLORALON 200 MG 4 ENV,FLORALON,,ENVELOPE,"200,00",,,4
FLORALON 200 MG ENV / 4,FLORALON,,ENVELOPE,"200,00",,,4
FLORATIL 200 MG 6 CAPS,FLORATIL,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORATIL 200 MG C 6 CAPSULAS,FLORATIL,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORATIL 200 MG COM 6 CAPSULAS GELATINOSAS D,FLORATIL,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORATIL 200 MG FR 6 CAP,FLORATIL,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORATIL CAPSULAS GELATINOSAS DURA 200 MG X 6,FLORATIL,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORATIL 200 MG COM 4 ENV 1 G,FLORATIL,,ENVELOPE,"200,00",,,4
FLORATIL 200 MG PO ORAL 6 SACH,FLORATIL,,PO,"200,00",,,6
FLORATIL 200 MG PO ORAL 6 SACH X 1 G,FLORATIL,,PO,"200,00",,,6
FLORATIL FLIB CAPSULAS GELATINOSAS DURA 200 MG X 6,FLORATIL FLIB,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORATIL FLIB PO OR 200 MG / G 4 ENV X 1 G,FLORATIL FLIB,,ENVELOPE,"200,00",,,4
FLORATIL 200 MG FLORASTOR CX COM 6 ENV,FLORATIL FLORASTOR,,ENVELOPE,"200,00",,,6
FLORAX 200 MG CX COM 04 ENV,FLORAX,,ENVELOPE,"200,00",,,4
FLORAX 200 MG LEGRA,FLORAX,,,"200,00",,,
FLORAX 200 MG FLORASTOR CX COM 6 ENV,FLORAX FLORASTOR,,ENVELOPE,"200,00",,,6
FLORAX 200 MG FLORASTOR,FLORAX FLORASTOR,,,"200,00",,,
SACCHAROMYCES BOULARDII 200 MG PO FLORENT,FLORENT,,PO,"200,00",,,
FLORENT 200 MG COM 6 CAP,FLORENT,,COMPRIMIDO/CAPSULA,"200,00",,,6
FLORENT 200 MG COM 4 ENV,FLORENT,,ENVELOPE,"200,00",,,4
FLORENT 200 MG COM 4 ENV 1 G,FLORENT,,ENVELOPE,"200,00",,,4
FLORENT 200 MG CX COM 24 ENV,FLORENT,,ENVELOPE,"200,00",,,24
FLORENT INF 200 MG 4 ENV,FLORENT,,ENVELOPE,"200,00",,,4
HIDROCLOROTIAZIDA 50 MG PRATI,HIDROCLOROTIAZIDA,PRATI DONADUZZI,UNIDADE,"50,00",,,
FLUCISTEIN 200 MG CX 15 ENV X 5,FLUCISTEIN,,ENVELOPE,"200,00",,,15
FLUIMUCIL 200 MG CX 6 SACHES,FLUIMUCIL,,ENVELOPE,"200,00",,,6
FORFIG 200 MG 20 CAP,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG 20 CAP MOME,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG 20 CAPSULAS GELATINOSAS,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG 20 CAPSULAS GELATINOSAS DURA,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG 60 CAP,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,60
FORFIG 200 MG CAPSULAS GELATINOSAS COM 20,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG COM 20 CAPSULAS GELATINOSAS DU,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG 20 COMPRIMIDOS,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG COM 20 COMPRIMIDOS,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,20
FORFIG 200 MG COM 30 COMPRIMIDOS,FORFIG,,COMPRIMIDO/CAPSULA,"200,00",,,30
HIDROCLOROTIAZINA 25 MG,HIDROCLOROTIAZIDA,,UNIDADE,"25,00",,,
FORFIG FLIB 200 MG CAP DURA CT BL AL PLAS TRANS X 20,FORFIG FLIB,,COMPRIMIDO/CAPSULA,"200,00",,,20
FOXIS 200 MG C 15 CAPS,FOXIS,,COMPRIMIDO/CAPSULA,"200,00",,,15
FOXIS 200 MG 10 COMPRIMIDOS,FOXIS,,COMPRIMIDO/CAPSULA,"200,00",,,10
HIDROVLOROTIAZIDA 25 MG MEDQUIMICA,HIDROCLOROTIAZIDA,MEDQUIMICA,UNIDADE,"25,00",,,
HEMIF DE QUETIAPINA 200 MG 30 COMPRIMIDOS,HEMIFUMARATO DE QUETIAPINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
HEMIF QUETIAPINA 200 MG 30 COMPRIMIDOS REV G,HEMIFUMARATO DE QUETIAPINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
HEMIFUMARATO DE QUETIAPINA 200 MG 30 COMPRIMIDOS,HEMIFUMARATO DE QUETIAPINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
HEMIFUMARATO DE QUETIAPINA 200 MG CX 30 COMPRIMIDOS REV,HEMIFUMARATO DE QUETIAPINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
HERVIRAX 200 MG COM 25 CP,HERVIRAX,,COMPRIMIDO/CAPSULA,"200,00",,,25
HERVIRAX ACICLOVIR 200 MG COMPRIMIDOS,HERVIRAX ACICLOVIR,,COMPRIMIDO/CAPSULA,"200,00",,,
HIDROXICLOROQUINA SULFATO 200 MG CP,HIDROXICLOROQUINA SULFATO,,COMPRIMIDO/CAPSULA,"200,00",,,
IBUPROFENO 200 MG COMPRIMIDOS,IBUPROFENO,,COMPRIMIDO/CAPSULA,"200,00",,,
IBUPROFENO 200 MG COMPRIMIDOS G,IBUPROFENO,,COMPRIMIDO/CAPSULA,"200,00",,,
HIDROX ALUMINIO MAGNESIO,HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO,,UNIDADE,,,,
IRRITRATIL 200 MG 30 CAP,IRRITRATIL,,COMPRIMIDO/CAPSULA,"200,00",,,30
IRRITRATIL 200 MG COM 30 CAP GE,IRRITRATIL,,COMPRIMIDO/CAPSULA,"200,00",,,30
HIDROXCLOROQUINA + DEFLAZACORT + MELOXICAM,HIDROXICLOROQUINA + DEFLAZACORT + MELOXICAM,,UNIDADE,,,,
LOZAN 200 MG 10 COMPRIMIDOS,LOZAN,,COMPRIMIDO/CAPSULA,"200,00",,,10
MALEATO DE TRIMEBUTINA 200 MG 30 CAP MOLE,MALEATO DE TRIMEBUTINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
MALEATO DE TRIMEBUTINA 200 MG CX 30 CAP,MALEATO DE TRIMEBUTINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
HIDROXCLOROQUINA + MELOXICAM + DEFLAZ + FAMOTIDINA,HIDROXICLOROQUINA + MELOXICAM + DEFLAZACORT + FAMOTIDINA,,UNIDADE,,,,
SOLUCAO DE MANITOL 20 % CX / 50 AMPOLAS COM 250 ML FRASCO,MANITOL,,AMPOLA OU FRASCO-AMPOLA,"200,00",250,,50
SOLUCAO MANITOL 20 % FA 250 ML,MANITOL,,SOLUCAO,"200,00",250,,
SORO MANITOL 200 MG / ML 250 ML,MANITOL,,SOLUCAO,"200,00",250,,
METRONIDAZOL 200 MG / ML SUSP ORAL,METRONIDAZOL,,FRASCO,"200,00",,,
MINEL 200 MG 30 COMPRIMIDOS,MINEL,,COMPRIMIDO/CAPSULA,"200,00",,,30
HIDROXICLOROQUINA + IBUPROFENO + DEFLAZ + FAMTODINA,HIDROXICLOROQUINA + IBUPROFENO + DEFLAZACORT + FAMOTIDINA,,UNIDADE,,,,
MISOPROSTOL 200 MG COMPRIMIDOS,MISOPROSTOL,,COMPRIMIDO/CAPSULA,"200,00",,,
HIDROXICLOROQUINA 400 MG,HIDROXICLOROQUINA,,UNIDADE,"400,00",,,
HIDROXICLOROQUINA SULFATO DOSAGEM : 400 MG GERMED,HIDROXICLOROQUINA SULFATO,GERMED,UNIDADE,"400,00",,,
NISTATINA + OXIDO DE ZINCO 100 000 UI G + 200 MG G CREME DERMATOLOGICO TUBO DE 60 G,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTATINA 100 000 UI / G + OXIDO DE ZINCO 200 MG / G 60 G,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTATINA ASSOCIADA COM OXIDO DE ZINCO 100000 UI 200 MG CREME 60 G,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTA + OXID ZINCO 200 MG / 100 000 BIS 60 GR,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTATINA + OXIDO DE ZINCO 100 000 UI / G + 200 MG / G POM DERM 60 G,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTATINA 100 000 UI + OXI ZINCO 200 MG / G POM 60 G,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTATINA 100 000 UI + OXIDO DE ZINCO 200 MG POMADA,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
NISTATINA 100 000 UI + PXIDO DE ZINCO 200 MG POMADA,NISTATINA + OXIDO DE ZINCO,,BISNAGA,"200,00",,100000,
HIDROXIDO ALUMINIO + MAGNESIO,HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO,,UNIDADE,,,,
NOOTROPIL 200 MGML C 12 AMPX 5 ML PIRACETAN,NOOTROPIL,,AMPOLA OU FRASCO-AMPOLA,"200,00",5,,12
NOOTROPIL 200 MG / 5 ML INJ,NOOTROPIL,,INJETAVEL,"200,00",5,,
NOOTROPIL PIRACETAM 200 MG ML AMPOLAS,NOOTROPIL,,AMPOLA OU FRASCO-AMPOLA,"200,00",,,
HIDROXIDO DE ALUM + MAG,HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO,,UNIDADE,,,,
OMEPRAZOL 200 MG COMPRIMIDOS,OMEPRAZOL,,COMPRIMIDO/CAPSULA,"200,00",,,
OXCARBAMAZEPINA 200 MG COM 30 COMPRIMIDOS,OXCARBAMAZEPINA,,COMPRIMIDO/CAPSULA,"200,00",,,30
PARACETAMOL 200 MG GOTAS 10 ML HOSP,PARACETAMOL,,GOTAS,"200,00",10,,
PARACETAMOL 200 MG GOTAS FR / 10 ML HOSP CX / 100,PARACETAMOL,,GOTAS,"200,00",10,,100
PARACETAMOL 200 MG GTS FR 10 ML,PARACETAMOL,,GOTAS,"200,00",10,,
PARACETAMOL 200 MG FR GTS 15 ML,PARACETAMOL,,GOTAS,"200,00",15,,
"PARACETAMOL 200 MG ML GOTAS , FRASCO COM 15 ML",PARACETAMOL,,GOTAS,"200,00",15,,
PARACETAMOL 200 MG ML GOTAS FRASCO 15 ML,PARACETAMOL,,GOTAS,"200,00",15,,
PARACETAMOL 200 MG POR ML SOLUCAO ORAL 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG SOLUCAO ORAL 20 ML,PARACETAMOL,,SOLUCAO,"200,00",20,,
PARACETAMOL 200 MG GOTAS,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL 200 MG GOTASLT 8884 A VAL 31 / 12 / 21,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL 200 MG GTS FR ML,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL 200 MG ML,PARACETAMOL,,SOLUCAO,"200,00",,,
PARACETAMOL GOTAS 10 ML 200 MG,PARACETAMOL,,GOTAS,"200,00",10,,
PARACETAMOL GTS 10 ML 200 MG,PARACETAMOL,,GOTAS,"200,00",10,,
PARACETAMOL GTS 200 MG 10 ML,PARACETAMOL,,GOTAS,"200,00",10,,
PARACETAMOL 200 MG / ML 10 ML,PARACETAMOL,,SOLUCAO,"200,00",10,,
PARACETAMOL 200 MG / ML SOL ORAL 10 ML,PARACETAMOL,,SOLUCAO,"200,00",10,,
PARACETAMOL SOL ORAL 200 MG / ML 10 ML,PARACETAMOL,,SOLUCAO,"200,00",10,,
"PARACCETAMOL 200 MG / ML , FRASCO 15 ML",PARACETAMOL,,FRASCO,"200,00",15,,
PARACETAMOL 200 MG / ML FR 15 ML GEN,PARACETAMOL,,FRASCO,"200,00",15,,
"PARACETAMOL DE 200 MG / ML , FRASCO 15 ML",PARACETAMOL,,FRASCO,"200,00",15,,
PARACETAMOL 200 MG / ML 15 ML GOTAS,PARACETAMOL,,GOTAS,"200,00",15,,
"PARACETAMOL 200 MG / ML GOTAS , FRASCO COM 15 ML",PARACETAMOL,,GOTAS,"200,00",15,,
PARACETAMOL 200 MG / ML GTS 15 ML,PARACETAMOL,,GOTAS,"200,00",15,,
PARACETAMOL 200 MG / ML GTS 15 ML GEN X BEL,PARACETAMOL,,GOTAS,"200,00",15,,
PARACETAMOL GOTAS 200 MG 15 ML,PARACETAMOL,,GOTAS,"200,00",15,,
PARACETAMOL 200 MG / ML 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML 15 ML HOSP,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML 15 ML HOSP NS,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML COM 100 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,100
PARACETAMOL 200 MG / ML SOL OR FR 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML SOL ORAL 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML SOL ORAL FR 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML SOLUCAO ORAL 15 ML,PARACETAMOL,,SOLUCAO,"200,00",15,,
VP PARACETAMOL 200 MG / ML 15 ML GEN X FAR,PARACETAMOL,,SOLUCAO,"200,00",15,,
PARACETAMOL 200 MG / ML FR,PARACETAMOL,,FRASCO,"200,00",,,
PARACETAMOL 200 MG / ML FRASCO,PARACETAMOL,,FRASCO,"200,00",,,
PARACETAMOL 200 MG / ML GOTAS,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL 200 MG / ML GTS,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL 200 MG / ML GTS C /,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL 200 MG / ML GTS COM 1,PARACETAMOL,,GOTAS,"200,00",,,1
PARACETAMOL GOTAS 200 MG / ML,PARACETAMOL,,GOTAS,"200,00",,,
PARACETAMOL GTS 200 MG,PARACETAMOL,,GOTAS,"200,00",,,
ABIDOR PARACETAMOL 200 MG / ML,PARACETAMOL,,SOLUCAO,"200,00",,,
PARACETAMOL 200 MG / ML,PARACETAMOL,,SOLUCAO,"200,00",,,
PARACETAMOL 200 MG / ML COM 100,PARACETAMOL,,SOLUCAO,"200,00",,,100
PARACETAMOL 200 MG / ML SOL ORAL N,PARACETAMOL,,SOLUCAO,"200,00",,,
PARACETAMOL SOL 200 MG / ML,PARACETAMOL,,SOLUCAO,"200,00",,,
